,month,day,hour,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindGustSpeed,HourlyWindSpeed,POPULATION_PER_MILLION,Total_population_SUMMARY_INDICATORS_Median_age_(years),Total_population_SUMMARY_INDICATORS_Sex_ratio_(males_per_100_females),Estimate_Percent_Total_population_15_to_44_years,Estimate_Percent_Total_population_60_years_and_over,MEDIAN_INCOME_PER_100k,RATIO_OF_NON-FAMILY_TO_FAMILY_HOUSEHOLDS,RATIO_OF_WOKERS_TO_PEOPLE_(OVER_16),Workers_16_years_and_over_Public_transportation_(excluding_taxicab),Workers_16_years_and_over_Walked,Workers_16_years_and_over_Bicycle,"Workers_16_years_and_over_Taxicab,_motorcycle,_or_other_means",Workers_16_years_and_over_Worked_in_county_of_residence,Workers_16_years_and_over_Mean_travel_time_to_work_(minutes),ridesperhour
1983,3.0,24.0,15.0,16,60,0.0,18.0,10.0,43.0,16.0,7.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,5250.0
1984,3.0,24.0,16.0,18,60,0.0,19.0,10.0,43.0,16.0,3.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,4920.0
1985,3.0,24.0,17.0,18,59,0.0,20.0,10.0,43.0,18.0,6.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,4390.0
1986,3.0,24.0,18.0,18,58,0.0,21.0,10.0,42.0,18.0,7.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,3560.0
1987,3.0,24.0,19.0,18,58,0.0,21.0,10.0,42.0,18.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2640.0
1988,3.0,24.0,20.0,19,57,0.0,23.0,10.0,42.0,18.0,3.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1800.0
1989,3.0,24.0,21.0,20,57,0.0,24.0,10.0,42.0,18.0,3.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1340.0
1990,3.0,24.0,22.0,21,56,0.0,26.0,10.0,42.0,18.0,3.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,928.0
1991,3.0,24.0,23.0,21,56,0.0,26.0,10.0,42.0,18.0,3.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,544.0
1992,3.0,25.0,0.0,21,56,0.0,26.0,10.0,42.0,18.0,3.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,267.0
1993,3.0,25.0,1.0,29,56,0.0,36.0,10.0,44.0,18.0,3.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,110.0
1994,3.0,25.0,2.0,31,55,0.0,40.0,10.0,44.0,18.0,7.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,78.0
1995,3.0,25.0,3.0,32,54,0.0,43.0,10.0,44.0,18.0,6.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,68.0
1996,3.0,25.0,4.0,23,53,0.0,31.0,10.0,41.0,18.0,6.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,99.0
1997,3.0,25.0,5.0,24,51,0.0,35.0,10.0,40.0,18.0,3.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,441.0
1998,3.0,25.0,6.0,25,52,0.0,35.0,10.0,41.0,18.0,3.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1460.0
1999,3.0,25.0,7.0,26,51,0.0,38.0,10.0,41.0,18.0,6.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,3070.0
2000,3.0,25.0,8.0,27,50,0.0,41.0,10.0,40.0,18.0,6.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,5960.0
2001,3.0,25.0,9.0,27,49,0.0,43.0,10.0,40.0,18.0,9.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,3940.0
2002,3.0,25.0,10.0,28,48,0.0,46.0,10.0,40.0,18.0,7.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2060.0
2003,3.0,25.0,11.0,28,50,0.0,43.0,10.0,41.0,18.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1930.0
2004,3.0,25.0,12.0,28,51,0.0,41.0,10.0,41.0,18.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2200.0
2005,3.0,25.0,13.0,28,50,0.0,43.0,10.0,41.0,18.0,7.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2190.0
2006,3.0,25.0,14.0,27,51,0.0,39.0,10.0,41.0,18.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2360.0
2007,3.0,25.0,15.0,28,50,0.0,43.0,10.0,41.0,18.0,5.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2660.0
2008,3.0,25.0,16.0,25,50,0.0,38.0,10.0,40.0,18.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,3520.0
2009,3.0,25.0,17.0,26,49,0.0,41.0,10.0,40.0,18.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,6070.0
2010,3.0,25.0,18.0,27,48,0.0,44.0,10.0,39.0,18.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,6010.0
2011,3.0,25.0,19.0,24,47,0.0,41.0,10.0,38.0,18.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,3570.0
2012,3.0,25.0,20.0,21,48,0.0,34.0,10.0,38.0,18.0,5.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2160.0
2013,3.0,25.0,21.0,4,47,0.0,17.0,10.0,34.0,18.0,5.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1610.0
2014,3.0,25.0,22.0,4,45,0.0,18.0,10.0,32.0,18.0,7.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1050.0
2015,3.0,25.0,23.0,4,45,0.0,18.0,10.0,32.0,18.0,7.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,573.0
2016,3.0,26.0,0.0,4,39,0.0,23.0,10.0,29.0,18.0,8.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,243.0
2017,3.0,26.0,1.0,6,38,0.0,26.0,10.0,28.0,18.0,8.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,103.0
2018,3.0,26.0,2.0,6,36,0.0,28.0,10.0,27.0,18.0,7.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,64.0
2019,3.0,26.0,3.0,3,34,0.0,27.0,10.0,25.0,20.0,7.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,47.0
2020,3.0,26.0,4.0,6,34,0.0,31.0,10.0,26.0,20.0,10.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,91.0
2021,3.0,26.0,5.0,7,33,0.0,33.0,10.0,25.0,18.0,9.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,408.0
2022,3.0,26.0,6.0,8,34,0.0,34.0,10.0,26.0,20.0,9.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1480.0
2023,3.0,26.0,7.0,6,36,0.0,28.0,10.0,27.0,21.0,11.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,3110.0
2024,3.0,26.0,8.0,5,38,0.0,25.0,10.0,28.0,18.0,8.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,5510.0
2025,3.0,26.0,9.0,4,42,0.0,20.0,10.0,31.0,18.0,8.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,3980.0
2026,3.0,26.0,10.0,3,44,0.0,18.0,10.0,32.0,17.0,9.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2170.0
2027,3.0,26.0,11.0,-2,45,0.0,14.0,10.0,32.0,20.0,8.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2000.0
2028,3.0,26.0,12.0,2,46,0.0,16.0,10.0,33.0,20.0,11.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2330.0
2029,3.0,26.0,13.0,2,48,0.0,15.0,10.0,34.0,20.0,10.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2510.0
2030,3.0,26.0,14.0,1,48,0.0,14.0,10.0,34.0,20.0,6.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2560.0
2031,3.0,26.0,15.0,2,48,0.0,15.0,10.0,34.0,20.0,7.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2660.0
2032,3.0,26.0,16.0,2,48,0.0,15.0,10.0,34.0,20.0,7.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,3630.0
2033,3.0,26.0,17.0,1,46,0.0,15.0,10.0,33.0,20.0,7.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,6170.0
2034,3.0,26.0,18.0,1,45,0.0,16.0,10.0,32.0,20.0,3.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,6430.0
2035,3.0,26.0,19.0,2,44,0.0,17.0,10.0,32.0,20.0,7.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,4060.0
2036,3.0,26.0,20.0,2,42,0.0,18.0,10.0,30.0,20.0,7.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2470.0
2037,3.0,26.0,21.0,3,41,0.0,20.0,10.0,30.0,20.0,6.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1670.0
2038,3.0,26.0,22.0,3,40,0.0,21.0,10.0,29.0,20.0,9.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1150.0
2039,3.0,26.0,23.0,3,40,0.0,21.0,10.0,29.0,20.0,9.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,577.0
2040,3.0,27.0,0.0,5,37,0.0,26.0,10.0,28.0,20.0,9.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,244.0
2041,3.0,27.0,1.0,7,36,0.0,30.0,10.0,27.0,20.0,6.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,110.0
2042,3.0,27.0,2.0,10,36,0.0,34.0,10.0,28.0,21.0,9.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,77.0
2043,3.0,27.0,3.0,7,35,0.0,31.0,10.0,27.0,21.0,8.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,24.0
2044,3.0,27.0,4.0,8,35,0.0,32.0,10.0,27.0,21.0,7.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,92.0
2045,3.0,27.0,5.0,7,34,0.0,32.0,10.0,26.0,21.0,9.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,421.0
2046,3.0,27.0,6.0,7,35,0.0,31.0,10.0,27.0,21.0,6.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1440.0
2047,3.0,27.0,7.0,7,37,0.0,28.0,10.0,28.0,21.0,6.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,3070.0
2048,3.0,27.0,8.0,8,38,0.0,29.0,10.0,29.0,21.0,8.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,5460.0
2049,3.0,27.0,9.0,10,40,0.0,29.0,10.0,31.0,21.0,8.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,4070.0
2050,3.0,27.0,10.0,10,41,0.0,28.0,10.0,31.0,21.0,6.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2350.0
2051,3.0,27.0,11.0,12,45,0.0,26.0,10.0,34.0,21.0,6.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2170.0
2052,3.0,27.0,12.0,13,45,0.0,27.0,10.0,34.0,21.0,7.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2520.0
2053,3.0,27.0,13.0,16,44,0.0,32.0,10.0,34.0,21.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2540.0
2054,3.0,27.0,14.0,17,44,0.0,34.0,10.0,34.0,21.0,3.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2710.0
2055,3.0,27.0,15.0,18,44,0.0,35.0,10.0,35.0,21.0,3.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2870.0
2056,3.0,27.0,16.0,18,42,0.0,38.0,10.0,34.0,21.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,3540.0
2057,3.0,27.0,17.0,19,40,0.0,43.0,10.0,33.0,21.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,5850.0
2058,3.0,27.0,18.0,21,39,0.0,48.0,10.0,33.0,21.0,3.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,5630.0
2059,3.0,27.0,19.0,23,38,0.0,55.0,10.0,33.0,21.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,3600.0
2060,3.0,27.0,20.0,22,38,0.0,52.0,10.0,32.0,21.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2300.0
2061,3.0,27.0,21.0,23,38,0.0,55.0,10.0,33.0,21.0,3.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1590.0
2062,3.0,27.0,22.0,23,38,0.0,55.0,10.0,33.0,21.0,3.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1120.0
2063,3.0,27.0,23.0,23,38,0.0,55.0,10.0,33.0,21.0,3.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,677.0
2064,3.0,28.0,0.0,25,37,0.0,62.0,10.0,33.0,21.0,3.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,284.0
2065,3.0,28.0,1.0,25,37,0.0,62.0,10.0,33.0,21.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,143.0
2066,3.0,28.0,2.0,24,38,0.0,57.0,10.0,33.0,21.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,58.0
2067,3.0,28.0,3.0,25,37,0.0,62.0,10.0,33.0,21.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,39.0
2068,3.0,28.0,4.0,26,37,0.0,65.0,10.0,33.0,21.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,116.0
2069,3.0,28.0,5.0,26,37,0.0,65.0,10.0,33.0,21.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,419.0
2070,3.0,28.0,6.0,28,39,0.0,65.0,10.0,35.0,21.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1460.0
2071,3.0,28.0,7.0,27,42,0.0,55.0,10.0,36.0,21.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,3220.0
2072,3.0,28.0,8.0,27,42,0.0,55.0,10.0,36.0,21.0,3.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,5690.0
2073,3.0,28.0,9.0,27,45,0.0,49.0,10.0,38.0,21.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,4280.0
2074,3.0,28.0,10.0,23,48,0.0,37.0,10.0,38.0,21.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2410.0
2075,3.0,28.0,11.0,27,49,0.0,43.0,10.0,40.0,21.0,3.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2340.0
2076,3.0,28.0,12.0,29,50,0.0,44.0,10.0,41.0,21.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2820.0
2077,3.0,28.0,13.0,25,52,0.0,35.0,10.0,41.0,21.0,3.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2720.0
2078,3.0,28.0,14.0,31,50,0.0,48.0,10.0,42.0,21.0,3.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2970.0
2079,3.0,28.0,15.0,30,48,0.0,50.0,10.0,40.0,21.0,3.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,3220.0
2080,3.0,28.0,16.0,31,47,0.0,54.0,10.0,40.0,21.0,6.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,3860.0
2081,3.0,28.0,17.0,33,46,0.0,61.0,10.0,40.0,21.0,6.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,6240.0
2082,3.0,28.0,18.0,35,46,0.0,66.0,10.0,41.0,21.0,3.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,5840.0
