,month,day,hour,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindGustSpeed,HourlyWindSpeed,POPULATION_PER_MILLION,Total_population_SUMMARY_INDICATORS_Median_age_(years),Total_population_SUMMARY_INDICATORS_Sex_ratio_(males_per_100_females),Estimate_Percent_Total_population_15_to_44_years,Estimate_Percent_Total_population_60_years_and_over,MEDIAN_INCOME_PER_100k,RATIO_OF_NON-FAMILY_TO_FAMILY_HOUSEHOLDS,RATIO_OF_WOKERS_TO_PEOPLE_(OVER_16),Workers_16_years_and_over_Public_transportation_(excluding_taxicab),Workers_16_years_and_over_Walked,Workers_16_years_and_over_Bicycle,"Workers_16_years_and_over_Taxicab,_motorcycle,_or_other_means",Workers_16_years_and_over_Worked_in_county_of_residence,Workers_16_years_and_over_Mean_travel_time_to_work_(minutes),ridesperhour
0,1.0,1.0,0.0,46,47,0.03,97.0,3.0,47.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,133.0
1,1.0,1.0,1.0,49,50,0.02,96.0,8.0,49.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,272.0
2,1.0,1.0,2.0,51,52,0.0,97.0,4.0,51.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,283.0
3,1.0,1.0,3.0,50,51,0.01,96.0,2.5,50.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,187.0
4,1.0,1.0,4.0,52,53,0.0,96.0,6.0,52.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,120.0
5,1.0,1.0,5.0,53,54,0.0,97.0,10.0,53.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,72.0
6,1.0,1.0,6.0,53,57,0.0,87.0,10.0,55.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,151.0
7,1.0,1.0,7.0,52,57,0.0,83.0,10.0,54.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,198.0
8,1.0,1.0,8.0,51,58,0.0,78.0,10.0,54.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,384.0
9,1.0,1.0,9.0,47,58,0.0,67.0,10.0,52.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,555.0
10,1.0,1.0,10.0,44,58,0.0,60.0,10.0,51.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,929.0
11,1.0,1.0,11.0,38,56,0.0,51.0,10.0,47.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1480.0
12,1.0,1.0,12.0,35,55,0.0,47.0,10.0,46.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1960.0
13,1.0,1.0,13.0,35,51,0.0,54.0,10.0,44.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2430.0
14,1.0,1.0,14.0,32,49,0.0,52.0,10.0,42.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2520.0
15,1.0,1.0,15.0,30,47,0.0,52.0,10.0,40.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2390.0
16,1.0,1.0,16.0,29,45,0.0,54.0,10.0,38.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2100.0
17,1.0,1.0,17.0,30,44,0.0,58.0,10.0,38.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1560.0
18,1.0,1.0,18.0,30,44,0.0,58.0,10.0,38.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1220.0
19,1.0,1.0,19.0,30,43,0.0,60.0,10.0,38.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,942.0
20,1.0,1.0,20.0,27,43,0.0,53.0,10.0,37.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,843.0
21,1.0,1.0,21.0,26,42,0.0,53.0,10.0,36.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,583.0
22,1.0,1.0,22.0,25,41,0.0,53.0,10.0,35.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,416.0
23,1.0,1.0,23.0,25,41,0.0,53.0,10.0,35.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,228.0
24,1.0,2.0,0.0,25,38,0.0,60.0,10.0,33.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,159.0
25,1.0,2.0,1.0,25,38,0.0,60.0,10.0,33.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,99.0
26,1.0,2.0,2.0,23,37,0.0,57.0,10.0,32.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,54.0
27,1.0,2.0,3.0,22,37,0.0,54.0,10.0,32.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,43.0
28,1.0,2.0,4.0,22,36,0.0,57.0,10.0,31.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,79.0
29,1.0,2.0,5.0,22,36,0.0,57.0,10.0,31.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,389.0
30,1.0,2.0,6.0,21,35,0.0,57.0,10.0,30.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1160.0
31,1.0,2.0,7.0,21,35,0.0,57.0,10.0,30.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2280.0
32,1.0,2.0,8.0,23,36,0.0,59.0,10.0,31.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,3980.0
33,1.0,2.0,9.0,21,36,0.0,55.0,10.0,31.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2470.0
34,1.0,2.0,10.0,21,37,0.0,52.0,9.0,31.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1380.0
35,1.0,2.0,11.0,21,38,0.0,51.0,10.0,32.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1390.0
36,1.0,2.0,12.0,20,38,0.0,48.0,10.0,32.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1790.0
37,1.0,2.0,13.0,22,39,0.0,50.0,10.0,33.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1920.0
38,1.0,2.0,14.0,22,39,0.0,50.0,10.0,33.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1950.0
39,1.0,2.0,15.0,23,38,0.0,55.0,10.0,33.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2140.0
40,1.0,2.0,16.0,23,37,0.0,57.0,10.0,32.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2640.0
41,1.0,2.0,17.0,23,37,0.0,57.0,10.0,32.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,4310.0
42,1.0,2.0,18.0,23,37,0.0,57.0,10.0,32.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,3770.0
43,1.0,2.0,19.0,23,37,0.0,57.0,10.0,32.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2320.0
44,1.0,2.0,20.0,23,38,0.0,55.0,10.0,33.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1420.0
45,1.0,2.0,21.0,25,38,0.0,60.0,10.0,33.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,982.0
46,1.0,2.0,22.0,27,39,0.0,62.0,10.0,34.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,733.0
47,1.0,2.0,23.0,27,39,0.0,62.0,10.0,34.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,341.0
48,1.0,3.0,0.0,33,40,0.0,77.0,10.0,37.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,181.0
49,1.0,3.0,1.0,34,40,0.0,79.0,10.0,37.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,88.0
50,1.0,3.0,2.0,35,40,0.0,83.0,10.0,38.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,52.0
51,1.0,3.0,3.0,35,41,0.0,79.0,10.0,38.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,40.0
52,1.0,3.0,4.0,36,42,0.0,79.0,10.0,39.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,75.0
53,1.0,3.0,5.0,37,44,0.0,76.0,10.0,41.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,419.0
54,1.0,3.0,6.0,38,44,0.0,79.0,10.0,41.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1430.0
55,1.0,3.0,7.0,37,43,0.0,80.0,10.0,40.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2740.0
56,1.0,3.0,8.0,36,43,0.0,76.0,10.0,40.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,4930.0
57,1.0,3.0,9.0,35,43,0.0,74.0,10.0,40.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,3200.0
58,1.0,3.0,10.0,33,43,0.0,68.0,10.0,39.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1670.0
59,1.0,3.0,11.0,27,42,0.0,55.0,10.0,36.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1540.0
60,1.0,3.0,12.0,24,43,0.0,47.0,10.0,36.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1780.0
61,1.0,3.0,13.0,22,43,0.0,43.0,8.0,35.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1820.0
62,1.0,3.0,14.0,23,42,0.0,47.0,10.0,35.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1990.0
63,1.0,3.0,15.0,24,41,0.0,51.0,10.0,35.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2070.0
64,1.0,3.0,16.0,22,39,0.0,50.0,10.0,33.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2670.0
65,1.0,3.0,17.0,22,39,0.0,50.0,10.0,33.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,4470.0
66,1.0,3.0,18.0,22,39,0.0,50.0,10.0,33.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,4070.0
67,1.0,3.0,19.0,23,39,0.0,53.0,10.0,33.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2620.0
68,1.0,3.0,20.0,23,39,0.0,53.0,10.0,33.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1610.0
69,1.0,3.0,21.0,23,38,0.0,55.0,10.0,32.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1040.0
70,1.0,3.0,22.0,24,38,0.0,57.0,10.0,33.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,692.0
71,1.0,3.0,23.0,24,38,0.0,57.0,10.0,33.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,477.0
72,1.0,4.0,0.0,25,37,0.0,62.0,10.0,33.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,272.0
73,1.0,4.0,1.0,25,37,0.0,62.0,10.0,33.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,150.0
74,1.0,4.0,2.0,24,36,0.0,62.0,10.0,32.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,82.0
75,1.0,4.0,3.0,24,36,0.0,62.0,10.0,32.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,61.0
76,1.0,4.0,4.0,24,36,0.0,62.0,10.0,32.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,88.0
77,1.0,4.0,5.0,24,36,0.0,62.0,10.0,32.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,376.0
78,1.0,4.0,6.0,25,36,0.0,64.0,10.0,32.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1290.0
79,1.0,4.0,7.0,25,36,0.0,64.0,10.0,32.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2650.0
80,1.0,4.0,8.0,26,36,0.0,67.0,10.0,32.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,4520.0
81,1.0,4.0,9.0,26,38,0.0,62.0,9.0,33.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,3240.0
82,1.0,4.0,10.0,27,40,0.0,60.0,9.0,35.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1720.0
83,1.0,4.0,11.0,27,42,0.0,55.0,10.0,36.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1750.0
84,1.0,4.0,12.0,28,44,0.0,53.0,10.0,38.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2050.0
85,1.0,4.0,13.0,29,45,0.0,54.0,10.0,38.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2260.0
86,1.0,4.0,14.0,29,46,0.0,51.0,10.0,39.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2330.0
87,1.0,4.0,15.0,29,46,0.0,51.0,10.0,39.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2470.0
88,1.0,4.0,16.0,32,45,0.0,61.0,10.0,39.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,3150.0
89,1.0,4.0,17.0,33,45,0.0,63.0,10.0,40.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,4590.0
90,1.0,4.0,18.0,35,45,0.0,68.0,10.0,41.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,3990.0
91,1.0,4.0,19.0,36,45,0.0,71.0,10.0,41.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,2480.0
92,1.0,4.0,20.0,37,45,0.0,74.0,10.0,41.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1600.0
93,1.0,4.0,21.0,37,46,0.0,71.0,10.0,42.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,1190.0
94,1.0,4.0,22.0,38,46,0.0,73.0,10.0,42.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,928.0
95,1.0,4.0,23.0,38,46,0.0,73.0,10.0,42.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,702.0
96,1.0,5.0,0.0,40,44,0.01,85.0,6.0,42.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,446.0
97,1.0,5.0,1.0,42,43,0.01,97.0,2.0,43.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,159.0
98,1.0,5.0,2.0,42,43,0.08,97.0,2.5,43.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,82.0
99,1.0,5.0,3.0,42,43,0.02,97.0,2.0,43.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,81.0
100,1.0,5.0,4.0,42,43,0.05,97.0,5.0,43.0,0.0,0.0,8.336817,3.72,0.9129999999999999,0.429,0.21100000000000002,0.69407,0.701395225,0.592770001,0.556,0.10300000000000001,0.013000000000000001,1.9,0.5539999999999999,4.17,44.0
