,month,day,hour,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindGustSpeed,HourlyWindSpeed,ridesperhour
0,1.0,1.0,0.0,21,44,0.0,40.0,8.0,35.0,0.0,0.0,19.0
1,1.0,1.0,1.0,19,44,0.0,37.0,7.0,35.0,0.0,0.0,8.0
2,1.0,1.0,2.0,20,44,0.0,38.0,10.0,35.0,0.0,0.0,16.0
3,1.0,1.0,3.0,19,43,0.0,38.0,10.0,34.0,0.0,0.0,2.0
4,1.0,1.0,4.0,21,40,0.0,47.0,10.0,33.0,0.0,0.0,0.0
5,1.0,1.0,5.0,21,40,0.0,47.0,10.0,33.0,0.0,0.0,0.0
6,1.0,1.0,6.0,23,38,0.0,55.0,10.0,32.0,0.0,0.0,2.0
7,1.0,1.0,7.0,22,41,0.0,47.0,10.0,34.0,0.0,0.0,5.0
8,1.0,1.0,8.0,21,47,0.0,36.0,10.0,37.0,0.0,0.0,1.0
9,1.0,1.0,9.0,19,52,0.0,27.0,10.0,39.0,0.0,3.0,9.0
10,1.0,1.0,10.0,14,55,0.0,20.0,10.0,40.0,0.0,0.0,19.0
11,1.0,1.0,11.0,14,58,0.0,18.0,10.0,41.0,0.0,0.0,39.0
12,1.0,1.0,12.0,9,59,0.0,13.0,10.0,41.0,0.0,0.0,35.0
13,1.0,1.0,13.0,9,60,0.0,13.0,10.0,41.0,0.0,6.0,53.0
14,1.0,1.0,14.0,8,61,0.0,12.0,10.0,42.0,0.0,5.0,54.0
15,1.0,1.0,15.0,10,61,0.0,13.0,10.0,42.0,0.0,5.0,60.0
16,1.0,1.0,16.0,14,57,0.0,18.0,10.0,41.0,0.0,3.0,55.0
17,1.0,1.0,17.0,19,54,0.0,25.0,10.0,40.0,0.0,0.0,49.0
18,1.0,1.0,18.0,21,50,0.0,32.0,10.0,39.0,0.0,0.0,28.0
19,1.0,1.0,19.0,22,48,0.0,36.0,10.0,38.0,0.0,0.0,15.0
20,1.0,1.0,20.0,24,46,0.0,42.0,10.0,37.0,0.0,0.0,19.0
21,1.0,1.0,21.0,20,46,0.0,35.0,10.0,36.0,0.0,0.0,14.0
22,1.0,1.0,22.0,21,46,0.0,37.0,10.0,37.0,0.0,3.0,10.0
23,1.0,1.0,23.0,21,46,0.0,37.0,10.0,37.0,0.0,3.0,3.0
24,1.0,2.0,0.0,21,43,0.0,42.0,10.0,35.0,0.0,0.0,1.0
25,1.0,2.0,1.0,23,41,0.0,49.0,10.0,34.0,0.0,0.0,1.0
26,1.0,2.0,2.0,21,40,0.0,47.0,10.0,33.0,0.0,0.0,0.0
27,1.0,2.0,3.0,23,39,0.0,53.0,10.0,33.0,0.0,0.0,0.0
28,1.0,2.0,4.0,21,39,0.0,48.0,10.0,32.0,0.0,0.0,0.0
29,1.0,2.0,5.0,22,39,0.0,50.0,10.0,33.0,0.0,0.0,2.0
30,1.0,2.0,6.0,22,38,0.0,52.0,10.0,32.0,0.0,0.0,10.0
31,1.0,2.0,7.0,22,42,0.0,45.0,10.0,35.0,0.0,0.0,24.0
32,1.0,2.0,8.0,23,47,0.0,39.0,10.0,38.0,0.0,3.0,48.0
33,1.0,2.0,9.0,17,54,0.0,23.0,10.0,40.0,0.0,5.0,39.0
34,1.0,2.0,10.0,12,57,0.0,17.0,10.0,40.0,0.0,5.0,36.0
35,1.0,2.0,11.0,18,59,0.0,20.0,10.0,43.0,0.0,0.0,36.0
36,1.0,2.0,12.0,16,60,0.0,18.0,10.0,43.0,0.0,3.0,51.0
37,1.0,2.0,13.0,16,61,0.0,17.0,10.0,43.0,0.0,0.0,53.0
38,1.0,2.0,14.0,27,62,0.0,26.0,10.0,47.0,0.0,7.0,51.0
39,1.0,2.0,15.0,28,60,0.0,30.0,10.0,46.0,0.0,3.0,71.0
40,1.0,2.0,16.0,30,57,0.0,36.0,10.0,45.0,0.0,3.0,67.0
41,1.0,2.0,17.0,26,54,0.0,34.0,10.0,42.0,0.0,0.0,56.0
42,1.0,2.0,18.0,28,51,0.0,41.0,10.0,41.0,0.0,0.0,37.0
43,1.0,2.0,19.0,31,50,0.0,48.0,10.0,42.0,0.0,0.0,32.0
44,1.0,2.0,20.0,31,48,0.0,52.0,10.0,41.0,0.0,0.0,24.0
45,1.0,2.0,21.0,30,47,0.0,52.0,10.0,40.0,0.0,0.0,16.0
46,1.0,2.0,22.0,30,47,0.0,52.0,10.0,40.0,0.0,0.0,13.0
47,1.0,2.0,23.0,30,47,0.0,52.0,10.0,40.0,0.0,0.0,8.0
48,1.0,3.0,0.0,29,44,0.0,55.0,10.0,38.0,0.0,0.0,1.0
49,1.0,3.0,1.0,25,46,0.0,44.0,10.0,38.0,0.0,3.0,1.0
50,1.0,3.0,2.0,25,44,0.0,47.0,10.0,37.0,0.0,0.0,0.0
51,1.0,3.0,3.0,24,45,0.0,44.0,10.0,37.0,0.0,3.0,0.0
52,1.0,3.0,4.0,23,45,0.0,42.0,10.0,37.0,0.0,3.0,1.0
53,1.0,3.0,5.0,22,45,0.0,40.0,10.0,36.0,0.0,0.0,3.0
54,1.0,3.0,6.0,23,45,0.0,42.0,10.0,37.0,0.0,0.0,16.0
55,1.0,3.0,7.0,23,47,0.0,39.0,10.0,38.0,0.0,3.0,28.0
56,1.0,3.0,8.0,26,51,0.0,38.0,10.0,41.0,0.0,0.0,54.0
57,1.0,3.0,9.0,21,58,0.0,24.0,10.0,43.0,0.0,3.0,30.0
58,1.0,3.0,10.0,22,62,0.0,21.0,9.0,45.0,0.0,0.0,35.0
59,1.0,3.0,11.0,21,65,0.0,19.0,10.0,46.0,0.0,0.0,43.0
60,1.0,3.0,12.0,20,64,0.0,18.0,10.0,46.0,0.0,0.0,70.0
61,1.0,3.0,13.0,18,65,0.0,16.0,10.0,46.0,0.0,0.0,76.0
62,1.0,3.0,14.0,24,66,0.0,20.0,10.0,48.0,0.0,0.0,48.0
63,1.0,3.0,15.0,32,64,0.0,30.0,10.0,49.0,0.0,6.0,53.0
64,1.0,3.0,16.0,30,60,0.0,32.0,10.0,46.0,0.0,5.0,74.0
65,1.0,3.0,17.0,34,57,0.0,42.0,10.0,46.0,0.0,0.0,73.0
66,1.0,3.0,18.0,41,55,0.0,59.0,10.0,48.0,0.0,0.0,35.0
67,1.0,3.0,19.0,43,53,0.0,69.0,10.0,48.0,0.0,0.0,41.0
68,1.0,3.0,20.0,42,51,0.0,71.0,10.0,47.0,0.0,0.0,21.0
69,1.0,3.0,21.0,42,50,0.0,74.0,10.0,46.0,0.0,0.0,13.0
70,1.0,3.0,22.0,39,49,0.0,69.0,10.0,44.0,0.0,0.0,11.0
71,1.0,3.0,23.0,39,49,0.0,69.0,10.0,44.0,0.0,0.0,6.0
72,1.0,4.0,0.0,31,49,0.0,50.0,10.0,41.0,0.0,0.0,1.0
73,1.0,4.0,1.0,30,48,0.0,50.0,10.0,40.0,0.0,3.0,3.0
74,1.0,4.0,2.0,31,47,0.0,54.0,10.0,40.0,0.0,5.0,0.0
75,1.0,4.0,3.0,28,48,0.0,46.0,10.0,40.0,0.0,3.0,0.0
76,1.0,4.0,4.0,28,47,0.0,48.0,10.0,39.0,0.0,0.0,1.0
77,1.0,4.0,5.0,29,46,0.0,51.0,10.0,39.0,0.0,3.0,0.0
78,1.0,4.0,6.0,28,47,0.0,48.0,10.0,39.0,0.0,5.0,16.0
79,1.0,4.0,7.0,27,48,0.0,44.0,10.0,39.0,0.0,0.0,27.0
80,1.0,4.0,8.0,30,54,0.0,40.0,10.0,44.0,0.0,0.0,50.0
81,1.0,4.0,9.0,23,59,0.0,25.0,10.0,44.0,0.0,5.0,40.0
82,1.0,4.0,10.0,26,62,0.0,25.0,10.0,46.0,0.0,3.0,36.0
83,1.0,4.0,11.0,24,63,0.0,23.0,5.0,46.0,0.0,3.0,52.0
84,1.0,4.0,12.0,32,64,0.0,30.0,10.0,49.0,0.0,0.0,49.0
85,1.0,4.0,13.0,29,65,0.0,26.0,10.0,49.0,0.0,0.0,67.0
86,1.0,4.0,14.0,39,65,0.0,39.0,10.0,52.0,0.0,0.0,78.0
87,1.0,4.0,15.0,37,62,0.0,40.0,10.0,50.0,0.0,7.0,51.0
88,1.0,4.0,16.0,35,60,0.0,39.0,10.0,48.0,0.0,5.0,69.0
89,1.0,4.0,17.0,36,57,0.0,45.0,10.0,47.0,0.0,0.0,87.0
90,1.0,4.0,18.0,37,55,0.0,51.0,10.0,47.0,0.0,0.0,54.0
91,1.0,4.0,19.0,40,52,0.0,64.0,10.0,46.0,0.0,0.0,50.0
92,1.0,4.0,20.0,43,52,0.0,72.0,10.0,48.0,0.0,0.0,39.0
93,1.0,4.0,21.0,43,52,0.0,72.0,10.0,48.0,0.0,0.0,15.0
94,1.0,4.0,22.0,42,52,0.0,69.0,10.0,47.0,0.0,0.0,16.0
95,1.0,4.0,23.0,42,52,0.0,69.0,10.0,47.0,0.0,0.0,11.0
96,1.0,5.0,0.0,41,50,0.0,71.0,9.0,46.0,0.0,0.0,4.0
97,1.0,5.0,1.0,41,50,0.0,71.0,9.0,46.0,0.0,0.0,8.0
98,1.0,5.0,2.0,41,49,0.0,74.0,9.0,45.0,0.0,0.0,1.0
99,1.0,5.0,3.0,40,49,0.0,71.0,10.0,45.0,0.0,0.0,1.0
100,1.0,5.0,4.0,41,48,0.0,77.0,10.0,45.0,0.0,0.0,0.0
101,1.0,5.0,5.0,40,49,0.0,71.0,10.0,45.0,0.0,0.0,0.0
102,1.0,5.0,6.0,40,50,0.0,68.0,10.0,45.0,0.0,0.0,3.0
103,1.0,5.0,7.0,39,51,0.0,64.0,10.0,45.0,0.0,0.0,5.0
104,1.0,5.0,8.0,41,52,0.0,66.0,8.0,47.0,0.0,0.0,6.0
105,1.0,5.0,9.0,36,56,0.0,47.0,10.0,47.0,0.0,5.0,12.0
106,1.0,5.0,10.0,41,57,0.0,55.0,10.0,49.0,0.0,5.0,34.0
107,1.0,5.0,11.0,45,58,0.0,62.0,10.0,51.0,0.0,5.0,23.0
108,1.0,5.0,12.0,47,58,0.0,67.0,10.0,52.0,0.0,5.0,29.0
109,1.0,5.0,13.0,47,58,0.0,67.0,10.0,52.0,0.0,6.0,39.0
110,1.0,5.0,14.0,48,58,0.0,70.0,9.0,53.0,0.0,3.0,28.0
111,1.0,5.0,15.0,50,57,0.01,78.0,4.0,53.0,0.0,5.0,32.0
112,1.0,5.0,16.0,51,55,0.14,87.0,6.0,53.0,0.0,8.0,12.0
113,1.0,5.0,17.0,50,54,0.0,87.0,6.0,52.0,0.0,8.0,11.0
114,1.0,5.0,18.0,42,53,0.0,66.0,10.0,48.0,0.0,9.0,14.0
115,1.0,5.0,19.0,45,52,0.01,77.0,6.0,49.0,0.0,6.0,10.0
116,1.0,5.0,20.0,46,51,0.01,83.0,5.0,49.0,0.0,6.0,1.0
117,1.0,5.0,21.0,47,50,0.24,89.0,5.0,48.0,0.0,8.0,0.0
118,1.0,5.0,22.0,46,50,0.02,86.0,10.0,48.0,0.0,8.0,5.0
119,1.0,5.0,23.0,46,50,0.02,86.0,10.0,48.0,0.0,8.0,5.0
120,1.0,6.0,0.0,46,51,0.0,83.0,10.0,49.0,0.0,0.0,4.0
121,1.0,6.0,1.0,46,51,0.0,83.0,10.0,49.0,0.0,0.0,2.0
122,1.0,6.0,2.0,47,51,0.0,86.0,10.0,49.0,0.0,0.0,6.0
123,1.0,6.0,3.0,47,51,0.0,86.0,10.0,49.0,0.0,3.0,0.0
124,1.0,6.0,4.0,47,50,0.0,89.0,10.0,48.0,0.0,0.0,0.0
125,1.0,6.0,5.0,46,48,0.0,93.0,10.0,47.0,0.0,0.0,0.0
126,1.0,6.0,6.0,45,46,0.0,96.0,6.0,46.0,0.0,0.0,3.0
127,1.0,6.0,7.0,46,47,0.0,97.0,6.0,47.0,0.0,0.0,6.0
128,1.0,6.0,8.0,47,53,0.0,80.0,10.0,50.0,0.0,0.0,4.0
129,1.0,6.0,9.0,47,56,0.0,72.0,10.0,51.0,0.0,0.0,15.0
130,1.0,6.0,10.0,45,57,0.0,64.0,10.0,51.0,0.0,0.0,21.0
131,1.0,6.0,11.0,44,59,0.0,58.0,10.0,51.0,0.0,3.0,27.0
132,1.0,6.0,12.0,45,59,0.0,60.0,10.0,52.0,0.0,3.0,50.0
133,1.0,6.0,13.0,46,60,0.0,60.0,10.0,53.0,0.0,6.0,32.0
134,1.0,6.0,14.0,45,60,0.0,58.0,10.0,52.0,0.0,3.0,36.0
135,1.0,6.0,15.0,44,60,0.0,56.0,10.0,52.0,0.0,5.0,50.0
136,1.0,6.0,16.0,45,57,0.0,64.0,10.0,51.0,0.0,0.0,39.0
137,1.0,6.0,17.0,46,55,0.0,72.0,10.0,50.0,0.0,0.0,29.0
138,1.0,6.0,18.0,46,54,0.0,75.0,10.0,50.0,0.0,0.0,22.0
139,1.0,6.0,19.0,47,55,0.0,74.0,10.0,51.0,0.0,0.0,12.0
140,1.0,6.0,20.0,47,56,0.0,72.0,10.0,51.0,0.0,3.0,8.0
141,1.0,6.0,21.0,47,55,0.0,74.0,9.0,51.0,0.0,0.0,10.0
142,1.0,6.0,22.0,47,54,0.0,77.0,10.0,50.0,0.0,5.0,5.0
143,1.0,6.0,23.0,47,54,0.0,77.0,10.0,50.0,0.0,5.0,1.0
144,1.0,7.0,0.0,47,54,0.0,77.0,10.0,50.0,0.0,7.0,3.0
145,1.0,7.0,1.0,48,53,0.01,83.0,5.0,50.0,0.0,0.0,1.0
146,1.0,7.0,2.0,48,52,0.01,86.0,10.0,50.0,0.0,5.0,0.0
147,1.0,7.0,3.0,49,52,0.03,89.0,2.5,50.0,0.0,6.0,0.0
148,1.0,7.0,4.0,49,51,0.04,92.0,2.0,50.0,0.0,9.0,0.0
149,1.0,7.0,5.0,50,51,0.03,96.0,2.5,50.0,0.0,6.0,0.0
150,1.0,7.0,6.0,49,51,0.03,92.0,3.0,50.0,0.0,8.0,8.0
151,1.0,7.0,7.0,49,51,0.0,92.0,3.0,50.0,0.0,7.0,13.0
152,1.0,7.0,8.0,50,52,0.01,93.0,1.75,51.0,0.0,8.0,21.0
153,1.0,7.0,9.0,51,53,0.01,93.0,4.0,52.0,0.0,6.0,16.0
154,1.0,7.0,10.0,51,56,0.0,84.0,6.0,53.0,0.0,3.0,16.0
155,1.0,7.0,11.0,52,56,0.0,87.0,4.0,54.0,0.0,0.0,23.0
156,1.0,7.0,12.0,52,57,0.0,83.0,10.0,54.0,0.0,0.0,32.0
157,1.0,7.0,13.0,52,60,0.0,75.0,10.0,56.0,0.0,0.0,33.0
158,1.0,7.0,14.0,52,60,0.0,75.0,10.0,56.0,0.0,0.0,30.0
159,1.0,7.0,15.0,51,60,0.0,72.0,10.0,55.0,0.0,0.0,41.0
160,1.0,7.0,16.0,51,59,0.0,75.0,10.0,55.0,0.0,0.0,57.0
161,1.0,7.0,17.0,51,58,0.0,78.0,10.0,54.0,0.0,0.0,69.0
162,1.0,7.0,18.0,51,56,0.0,84.0,10.0,53.0,0.0,0.0,42.0
163,1.0,7.0,19.0,51,55,0.0,87.0,10.0,53.0,0.0,0.0,30.0
164,1.0,7.0,20.0,51,54,0.0,90.0,9.0,52.0,0.0,0.0,18.0
165,1.0,7.0,21.0,50,53,0.0,89.0,8.0,51.0,0.0,0.0,24.0
166,1.0,7.0,22.0,50,52,0.0,93.0,6.0,51.0,0.0,0.0,6.0
167,1.0,7.0,23.0,50,52,0.0,93.0,6.0,51.0,0.0,0.0,3.0
168,1.0,8.0,0.0,49,52,0.0,89.0,7.0,50.0,0.0,0.0,3.0
169,1.0,8.0,1.0,47,50,0.0,89.0,5.0,48.0,0.0,0.0,0.0
170,1.0,8.0,2.0,49,52,0.0,89.0,8.0,50.0,0.0,3.0,1.0
171,1.0,8.0,3.0,48,53,0.0,83.0,10.0,50.0,0.0,3.0,2.0
172,1.0,8.0,4.0,45,56,0.0,67.0,10.0,50.0,0.0,0.0,1.0
173,1.0,8.0,5.0,45,54,0.0,72.0,10.0,49.0,0.0,3.0,4.0
174,1.0,8.0,6.0,44,57,0.0,62.0,10.0,50.0,0.0,3.0,23.0
175,1.0,8.0,7.0,46,55,0.0,72.0,10.0,50.0,0.0,3.0,41.0
176,1.0,8.0,8.0,45,58,0.0,62.0,10.0,51.0,0.0,0.0,60.0
177,1.0,8.0,9.0,45,62,0.0,54.0,10.0,53.0,0.0,3.0,36.0
178,1.0,8.0,10.0,45,67,0.0,45.0,10.0,55.0,0.0,6.0,32.0
179,1.0,8.0,11.0,44,69,0.0,41.0,10.0,56.0,0.0,3.0,43.0
180,1.0,8.0,12.0,43,70,0.0,38.0,10.0,56.0,0.0,3.0,47.0
181,1.0,8.0,13.0,44,71,0.0,38.0,10.0,57.0,0.0,5.0,59.0
182,1.0,8.0,14.0,43,71,0.0,36.0,10.0,56.0,0.0,0.0,44.0
183,1.0,8.0,15.0,49,66,0.0,54.0,10.0,57.0,0.0,3.0,62.0
184,1.0,8.0,16.0,50,63,0.0,63.0,10.0,56.0,0.0,0.0,65.0
185,1.0,8.0,17.0,49,62,0.0,62.0,10.0,55.0,0.0,0.0,74.0
186,1.0,8.0,18.0,50,60,0.0,70.0,10.0,55.0,0.0,0.0,63.0
187,1.0,8.0,19.0,49,59,0.0,69.0,10.0,54.0,0.0,0.0,38.0
188,1.0,8.0,20.0,49,57,0.0,74.0,10.0,53.0,0.0,0.0,24.0
189,1.0,8.0,21.0,49,56,0.0,77.0,10.0,52.0,0.0,0.0,20.0
190,1.0,8.0,22.0,49,54,0.0,83.0,10.0,51.0,0.0,0.0,10.0
191,1.0,8.0,23.0,49,54,0.0,83.0,10.0,51.0,0.0,0.0,3.0
192,1.0,9.0,0.0,49,52,0.0,89.0,9.0,50.0,0.0,0.0,4.0
193,1.0,9.0,1.0,47,52,0.0,83.0,10.0,49.0,0.0,0.0,0.0
194,1.0,9.0,2.0,46,50,0.0,86.0,10.0,48.0,0.0,0.0,1.0
195,1.0,9.0,3.0,45,49,0.0,86.0,10.0,47.0,0.0,0.0,2.0
196,1.0,9.0,4.0,45,48,0.0,89.0,10.0,47.0,0.0,0.0,1.0
197,1.0,9.0,5.0,44,50,0.0,80.0,10.0,47.0,0.0,0.0,6.0
198,1.0,9.0,6.0,44,48,0.0,86.0,10.0,46.0,0.0,0.0,14.0
199,1.0,9.0,7.0,44,51,0.0,77.0,10.0,48.0,0.0,0.0,37.0
200,1.0,9.0,8.0,46,56,0.0,70.0,10.0,51.0,0.0,0.0,68.0
201,1.0,9.0,9.0,45,61,0.0,56.0,10.0,53.0,0.0,3.0,49.0
202,1.0,9.0,10.0,45,64,0.0,50.0,10.0,54.0,0.0,0.0,30.0
203,1.0,9.0,11.0,46,65,0.0,51.0,10.0,55.0,0.0,0.0,41.0
204,1.0,9.0,12.0,50,66,0.0,56.0,9.0,57.0,0.0,3.0,64.0
205,1.0,9.0,13.0,50,65,0.0,59.0,8.0,57.0,0.0,5.0,62.0
206,1.0,9.0,14.0,51,64,0.0,63.0,10.0,57.0,0.0,6.0,50.0
207,1.0,9.0,15.0,52,62,0.0,70.0,10.0,56.0,0.0,0.0,50.0
208,1.0,9.0,16.0,50,60,0.0,70.0,10.0,55.0,0.0,0.0,72.0
209,1.0,9.0,17.0,52,58,0.0,81.0,10.0,55.0,0.0,0.0,70.0
210,1.0,9.0,18.0,51,59,0.0,75.0,10.0,55.0,0.0,0.0,42.0
211,1.0,9.0,19.0,51,57,0.0,81.0,10.0,54.0,0.0,0.0,40.0
212,1.0,9.0,20.0,51,58,0.0,78.0,10.0,54.0,0.0,0.0,31.0
213,1.0,9.0,21.0,52,58,0.0,81.0,10.0,55.0,0.0,3.0,27.0
214,1.0,9.0,22.0,51,58,0.0,78.0,8.0,54.0,0.0,5.0,18.0
215,1.0,9.0,23.0,51,58,0.0,78.0,8.0,54.0,0.0,5.0,11.0
216,1.0,10.0,0.0,50,54,0.0,87.0,5.0,52.0,0.0,0.0,5.0
217,1.0,10.0,1.0,50,53,0.0,89.0,6.0,51.0,0.0,0.0,2.0
218,1.0,10.0,2.0,48,54,0.0,80.0,9.0,51.0,0.0,0.0,1.0
219,1.0,10.0,3.0,48,51,0.0,89.0,8.0,49.0,0.0,0.0,0.0
220,1.0,10.0,4.0,47,50,0.0,89.0,5.0,48.0,0.0,0.0,0.0
221,1.0,10.0,5.0,46,49,0.0,90.0,6.0,48.0,0.0,0.0,2.0
222,1.0,10.0,6.0,46,49,0.0,90.0,6.0,48.0,0.0,0.0,16.0
223,1.0,10.0,7.0,47,52,0.0,83.0,9.0,49.0,0.0,0.0,33.0
224,1.0,10.0,8.0,51,56,0.0,84.0,8.0,53.0,0.0,0.0,63.0
225,1.0,10.0,9.0,51,57,0.0,81.0,7.0,54.0,0.0,0.0,42.0
226,1.0,10.0,10.0,51,59,0.0,75.0,6.0,55.0,0.0,0.0,30.0
227,1.0,10.0,11.0,51,62,0.0,67.0,9.0,56.0,0.0,6.0,26.0
228,1.0,10.0,12.0,52,63,0.0,68.0,9.0,57.0,0.0,0.0,50.0
229,1.0,10.0,13.0,53,64,0.0,68.0,10.0,58.0,0.0,3.0,54.0
230,1.0,10.0,14.0,52,62,0.0,70.0,10.0,56.0,0.0,5.0,50.0
231,1.0,10.0,15.0,52,61,0.0,72.0,10.0,56.0,0.0,0.0,52.0
232,1.0,10.0,16.0,52,59,0.0,78.0,10.0,55.0,0.0,3.0,73.0
233,1.0,10.0,17.0,51,57,0.0,81.0,10.0,54.0,0.0,0.0,100.0
234,1.0,10.0,18.0,51,57,0.0,81.0,10.0,54.0,0.0,0.0,58.0
235,1.0,10.0,19.0,51,55,0.0,87.0,10.0,53.0,0.0,0.0,50.0
236,1.0,10.0,20.0,51,54,0.0,90.0,10.0,52.0,0.0,0.0,28.0
237,1.0,10.0,21.0,51,56,0.0,84.0,9.0,53.0,0.0,0.0,15.0
238,1.0,10.0,22.0,51,54,0.0,90.0,8.0,52.0,0.0,0.0,15.0
239,1.0,10.0,23.0,51,54,0.0,90.0,8.0,52.0,0.0,0.0,11.0
240,1.0,11.0,0.0,49,52,0.0,89.0,7.0,50.0,0.0,0.0,9.0
241,1.0,11.0,1.0,50,54,0.0,87.0,8.0,52.0,0.0,0.0,6.0
242,1.0,11.0,2.0,50,54,0.0,87.0,6.0,52.0,0.0,0.0,3.0
243,1.0,11.0,3.0,50,53,0.0,89.0,4.0,51.0,0.0,0.0,1.0
244,1.0,11.0,4.0,50,52,0.0,93.0,3.0,51.0,0.0,0.0,1.0
245,1.0,11.0,5.0,49,51,0.0,92.0,3.0,50.0,0.0,3.0,4.0
246,1.0,11.0,6.0,48,51,0.0,89.0,4.0,49.0,0.0,0.0,16.0
247,1.0,11.0,7.0,48,52,0.0,86.0,4.0,50.0,0.0,0.0,41.0
248,1.0,11.0,8.0,48,52,0.0,86.0,4.0,50.0,0.0,3.0,57.0
249,1.0,11.0,9.0,48,54,0.0,80.0,4.0,51.0,0.0,3.0,41.0
250,1.0,11.0,10.0,49,53,0.0,86.0,2.5,51.0,0.0,0.0,31.0
251,1.0,11.0,11.0,50,56,0.0,81.0,2.5,53.0,0.0,0.0,41.0
252,1.0,11.0,12.0,50,60,0.0,70.0,3.0,55.0,0.0,0.0,63.0
253,1.0,11.0,13.0,49,63,0.0,60.0,5.0,55.0,0.0,0.0,51.0
254,1.0,11.0,14.0,46,64,0.0,52.0,10.0,54.0,0.0,0.0,48.0
255,1.0,11.0,15.0,51,62,0.0,67.0,6.0,56.0,0.0,3.0,44.0
256,1.0,11.0,16.0,51,59,0.0,75.0,6.0,55.0,0.0,5.0,65.0
257,1.0,11.0,17.0,51,57,0.0,81.0,7.0,54.0,0.0,0.0,67.0
258,1.0,11.0,18.0,51,57,0.0,81.0,7.0,54.0,0.0,0.0,53.0
259,1.0,11.0,19.0,51,56,0.0,84.0,6.0,53.0,0.0,0.0,39.0
260,1.0,11.0,20.0,51,55,0.0,87.0,6.0,53.0,0.0,3.0,21.0
261,1.0,11.0,21.0,50,55,0.0,83.0,7.0,52.0,0.0,3.0,14.0
262,1.0,11.0,22.0,50,55,0.0,83.0,8.0,52.0,0.0,0.0,19.0
263,1.0,11.0,23.0,50,55,0.0,83.0,8.0,52.0,0.0,0.0,16.0
264,1.0,12.0,0.0,50,55,0.01,83.0,6.0,52.0,0.0,5.0,9.0
265,1.0,12.0,1.0,52,55,0.02,90.0,2.5,53.0,0.0,7.0,3.0
266,1.0,12.0,2.0,51,52,0.21,97.0,3.0,51.0,0.0,0.0,0.0
267,1.0,12.0,3.0,50,52,0.21,93.0,4.0,51.0,0.0,8.0,0.0
268,1.0,12.0,4.0,47,53,0.01,80.0,10.0,50.0,0.0,5.0,0.0
269,1.0,12.0,5.0,46,53,0.0,77.0,10.0,49.0,0.0,8.0,0.0
270,1.0,12.0,6.0,47,53,0.0,80.0,10.0,50.0,0.0,0.0,1.0
271,1.0,12.0,7.0,46,54,0.0,75.0,10.0,50.0,0.0,6.0,4.0
272,1.0,12.0,8.0,47,55,0.0,74.0,10.0,51.0,0.0,5.0,6.0
273,1.0,12.0,9.0,49,53,0.0,86.0,1.75,51.0,0.0,3.0,16.0
274,1.0,12.0,10.0,50,53,0.0,89.0,3.0,51.0,0.0,3.0,2.0
275,1.0,12.0,11.0,50,54,0.05,87.0,10.0,52.0,0.0,5.0,9.0
276,1.0,12.0,12.0,51,59,0.0,75.0,10.0,55.0,0.0,5.0,20.0
277,1.0,12.0,13.0,49,57,0.0,74.0,10.0,53.0,0.0,7.0,35.0
278,1.0,12.0,14.0,49,59,0.0,69.0,10.0,54.0,0.0,0.0,41.0
279,1.0,12.0,15.0,49,59,0.0,69.0,10.0,54.0,0.0,0.0,61.0
280,1.0,12.0,16.0,49,59,0.0,69.0,10.0,54.0,0.0,0.0,48.0
281,1.0,12.0,17.0,50,59,0.0,72.0,10.0,54.0,0.0,0.0,52.0
282,1.0,12.0,18.0,50,58,0.0,75.0,10.0,54.0,0.0,0.0,29.0
283,1.0,12.0,19.0,50,57,0.0,78.0,10.0,53.0,0.0,0.0,21.0
284,1.0,12.0,20.0,48,57,0.0,72.0,10.0,52.0,0.0,0.0,48.0
285,1.0,12.0,21.0,47,57,0.0,69.0,10.0,52.0,0.0,0.0,42.0
286,1.0,12.0,22.0,48,54,0.0,80.0,10.0,51.0,0.0,0.0,15.0
287,1.0,12.0,23.0,48,54,0.0,80.0,10.0,51.0,0.0,0.0,9.0
288,1.0,13.0,0.0,44,53,0.0,72.0,10.0,49.0,0.0,0.0,3.0
289,1.0,13.0,1.0,44,52,0.0,75.0,10.0,48.0,0.0,0.0,5.0
290,1.0,13.0,2.0,43,53,0.0,69.0,10.0,48.0,0.0,3.0,2.0
291,1.0,13.0,3.0,43,52,0.0,72.0,10.0,48.0,0.0,0.0,0.0
292,1.0,13.0,4.0,43,50,0.0,77.0,10.0,47.0,0.0,0.0,0.0
293,1.0,13.0,5.0,42,50,0.0,74.0,10.0,46.0,0.0,3.0,0.0
294,1.0,13.0,6.0,42,50,0.0,74.0,10.0,46.0,0.0,3.0,3.0
295,1.0,13.0,7.0,41,53,0.0,64.0,10.0,47.0,0.0,3.0,6.0
296,1.0,13.0,8.0,42,59,0.0,54.0,10.0,51.0,0.0,0.0,9.0
297,1.0,13.0,9.0,42,65,0.0,43.0,10.0,53.0,0.0,5.0,32.0
298,1.0,13.0,10.0,43,68,0.0,40.0,10.0,55.0,0.0,3.0,57.0
299,1.0,13.0,11.0,44,67,0.0,44.0,10.0,55.0,0.0,0.0,44.0
300,1.0,13.0,12.0,44,68,0.0,42.0,10.0,55.0,0.0,0.0,60.0
